age,yfs_mean,yfs_median,yfs_mode,yfs_sd,yfs_skewness,yfs_kurtosis,yfs_p10,yfs_p25,yfs_p75,yfs_p90,yfs_b_mean,yfs_b_se,wle_mean,yfs_mean_minus_wle_mean,yfs_mean_div_wle_mean
70,0.86,0.5,0.0,2.83,3.84,19.4,0.5,0.5,0.5,2.5,0.88,0.14,0.35,0.52,2.5
71,0.72,0.5,0.0,2.54,4.22,23.21,0.5,0.5,0.5,0.5,0.73,0.13,0.29,0.42,2.45
72,0.59,0.5,0.0,2.28,4.67,28.11,0.5,0.5,0.5,0.5,0.6,0.11,0.25,0.34,2.4
73,0.48,0.5,0.0,2.03,5.19,34.54,0.5,0.5,0.5,0.5,0.49,0.1,0.2,0.28,2.36
74,0.38,0.5,0.0,1.8,5.82,43.08,0.5,0.5,0.5,0.5,0.39,0.09,0.17,0.22,2.32
75,0.3,0.5,0.0,1.58,6.57,54.58,0.5,0.5,0.5,0.5,0.31,0.07,0.13,0.17,2.28
76,0.24,0.5,0.0,1.38,7.49,70.24,0.5,0.5,0.5,0.5,0.24,0.05,0.1,0.13,2.25
77,0.18,0.5,0.0,1.2,8.6,91.54,0.5,0.5,0.5,0.5,0.19,0.04,0.08,0.1,2.24
78,0.14,0.5,0.0,1.04,9.93,120.37,0.5,0.5,0.5,0.5,0.14,0.02,0.06,0.08,2.26
79,0.1,0.5,0.0,0.91,11.48,158.15,0.5,0.5,0.5,0.5,0.1,0.0,0.04,0.06,2.32
80,0.08,0.5,0.0,0.79,13.21,205.48,0.5,0.5,0.5,0.5,0.08,0.0,0.03,0.04,2.44
81,0.06,0.5,0.0,0.69,15.0,260.22,0.5,0.5,0.5,0.5,0.06,0.0,0.02,0.03,2.65
82,0.04,0.5,0.0,0.61,16.68,317.53,0.5,0.5,0.5,0.5,0.04,0.0,0.01,0.03,2.97
83,0.04,0.5,0.0,0.54,17.97,367.98,0.5,0.5,0.5,0.5,0.04,0.0,0.01,0.02,3.2
84,0.03,0.5,0.0,0.49,18.87,409.29,0.5,0.5,0.5,0.5,0.03,0.0,0.01,0.02,3.1
85,0.03,0.5,0.0,0.44,19.71,452.51,0.5,0.5,0.5,0.5,0.03,0.0,0.01,0.02,2.79
86,0.02,0.5,0.0,0.39,20.99,518.41,0.5,0.5,0.5,0.5,0.02,0.0,0.01,0.01,2.54
87,0.02,0.5,0.0,0.34,23.11,631.0,0.5,0.5,0.5,0.5,0.02,0.0,0.01,0.01,2.46
88,0.01,0.5,0.0,0.29,25.76,786.06,0.5,0.5,0.5,0.5,0.01,0.0,0.01,0.01,2.43
89,0.01,0.5,0.0,0.25,28.74,981.31,0.5,0.5,0.5,0.5,0.01,0.0,0.0,0.01,2.38
90,0.01,0.5,0.0,0.22,32.28,1241.62,0.5,0.5,0.5,0.5,0.01,0.0,0.0,0.0,2.33
