age,yfs_mean,yfs_median,yfs_mode,yfs_sd,yfs_skewness,yfs_kurtosis,yfs_p10,yfs_p25,yfs_p75,yfs_p90,yfs_b_mean,yfs_b_se,wle_mean,yfs_mean_minus_wle_mean,yfs_mean_div_wle_mean
71,4.82,3.5,0.5,4.49,1.55,5.68,0.5,1.5,6.5,11.5,4.81,0.18,3.94,0.88,1.22
72,4.51,3.5,0.5,4.26,1.61,5.97,0.5,1.5,6.5,10.5,4.49,0.19,3.74,0.77,1.21
73,4.22,2.5,0.5,4.03,1.66,6.24,0.5,1.5,5.5,9.5,4.2,0.21,3.56,0.67,1.19
74,3.97,2.5,0.5,3.81,1.71,6.51,0.5,1.5,5.5,9.5,3.96,0.19,3.39,0.58,1.17
75,3.74,2.5,0.5,3.6,1.75,6.77,0.5,1.5,5.5,8.5,3.73,0.21,3.23,0.5,1.16
76,3.53,2.5,0.5,3.4,1.78,7.01,0.5,1.5,4.5,8.5,3.51,0.2,3.09,0.43,1.14
77,3.33,2.5,0.5,3.21,1.81,7.24,0.5,0.5,4.5,7.5,3.33,0.2,2.96,0.37,1.12
78,3.14,2.5,0.5,3.02,1.84,7.46,0.5,0.5,4.5,7.5,3.14,0.16,2.83,0.31,1.11
79,2.97,2.5,0.5,2.85,1.87,7.65,0.5,0.5,4.5,6.5,2.96,0.1,2.7,0.26,1.1
80,2.8,1.5,0.5,2.69,1.88,7.81,0.5,0.5,3.5,6.5,2.79,0.1,2.58,0.22,1.09
81,2.65,1.5,0.5,2.54,1.9,7.93,0.5,0.5,3.5,5.5,2.64,0.1,2.47,0.18,1.07
82,2.52,1.5,0.5,2.4,1.9,8.02,0.5,0.5,3.5,5.5,2.5,0.1,2.36,0.15,1.07
83,2.39,1.5,0.5,2.27,1.9,8.07,0.5,0.5,3.5,5.5,2.38,0.09,2.26,0.13,1.06
84,2.27,1.5,0.5,2.14,1.9,8.09,0.5,0.5,3.5,5.5,2.27,0.09,2.16,0.11,1.05
85,2.16,1.5,0.5,2.02,1.9,8.11,0.5,0.5,2.5,4.5,2.16,0.08,2.07,0.09,1.04
86,2.05,1.5,0.5,1.91,1.9,8.11,0.5,0.5,2.5,4.5,2.05,0.08,1.98,0.07,1.04
87,1.95,1.5,0.5,1.81,1.9,8.11,0.5,0.5,2.5,4.5,1.95,0.07,1.89,0.06,1.03
88,1.85,1.5,0.5,1.71,1.9,8.1,0.5,0.5,2.5,4.5,1.86,0.07,1.81,0.05,1.03
89,1.76,1.5,0.5,1.62,1.9,8.1,0.5,0.5,2.5,3.5,1.77,0.06,1.73,0.04,1.02
90,1.68,1.5,0.5,1.54,1.9,8.1,0.5,0.5,2.5,3.5,1.68,0.06,1.65,0.03,1.02
