age,yfs_mean,yfs_median,yfs_mode,yfs_sd,yfs_skewness,yfs_kurtosis,yfs_p10,yfs_p25,yfs_p75,yfs_p90,yfs_b_mean,yfs_b_se,wle_mean,yfs_mean_minus_wle_mean,yfs_mean_div_wle_mean
75,0.73,0.5,0.0,2.55,4.44,25.58,0.5,0.5,0.5,2.5,0.72,0.09,0.29,0.44,2.5
76,0.59,0.5,0.0,2.3,4.98,31.2,0.5,0.5,0.5,0.5,0.58,0.08,0.23,0.36,2.58
77,0.47,0.5,0.0,2.08,5.54,37.65,0.5,0.5,0.5,0.5,0.47,0.06,0.18,0.3,2.69
78,0.38,0.5,0.0,1.88,6.11,44.65,0.5,0.5,0.5,0.5,0.38,0.04,0.13,0.25,2.84
79,0.31,0.5,0.0,1.71,6.66,51.87,0.5,0.5,0.5,0.5,0.31,0.0,0.1,0.21,3.05
80,0.26,0.5,0.0,1.56,7.14,58.82,0.5,0.5,0.5,0.5,0.26,0.0,0.08,0.18,3.32
81,0.22,0.5,0.0,1.43,7.54,65.02,0.5,0.5,0.5,0.5,0.22,0.0,0.06,0.16,3.65
82,0.19,0.5,0.0,1.31,7.83,70.02,0.5,0.5,0.5,0.5,0.19,0.0,0.05,0.14,3.88
83,0.17,0.5,0.0,1.21,8.01,73.84,0.5,0.5,0.5,0.5,0.17,0.0,0.04,0.13,3.81
84,0.16,0.5,0.0,1.11,8.13,77.29,0.5,0.5,0.5,0.5,0.16,0.0,0.05,0.11,3.44
85,0.15,0.5,0.0,1.02,8.33,82.28,0.5,0.5,0.5,0.5,0.15,0.0,0.05,0.1,3.02
86,0.13,0.5,0.0,0.92,8.73,91.12,0.5,0.5,0.5,0.5,0.13,0.0,0.05,0.08,2.75
87,0.11,0.5,0.0,0.82,9.37,105.41,0.5,0.5,0.5,0.5,0.11,0.0,0.04,0.07,2.63
88,0.09,0.5,0.0,0.73,10.2,124.77,0.5,0.5,0.5,0.5,0.09,0.0,0.03,0.05,2.59
89,0.07,0.5,0.0,0.64,11.12,148.01,0.5,0.5,0.5,0.5,0.07,0.0,0.03,0.04,2.56
90,0.06,0.5,0.0,0.57,12.12,175.72,0.5,0.5,0.5,0.5,0.06,0.0,0.02,0.03,2.52
