time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.61,18.31,22.53,0.00,2.75,8.42,5.84,60.9,7.42,9.81
Food Cooking & Clean-up,6.87,18.40,18.07,0.01,2.75,6.60,4.08,77.8,6.20,7.55
"Pets, Home & Vehicles",5.24,20.06,15.02,0.00,2.76,4.78,2.45,39.8,4.07,6.41
Household Management,2.55,24.72,9.01,0.00,1.33,2.11,1.18,35.8,1.91,3.19
Shopping,3.90,18.13,10.11,0.00,2.04,0.13,1.63,45.7,3.28,4.53
Obtaining Services,0.25,21.87,0.77,0.00,0.14,0.20,0.08,5.6,0.07,0.43
Travel for Household Activity,2.81,24.75,9.94,0.00,1.77,0.03,0.96,48.2,2.21,3.42
Household Production,30.24,19.78,85.45,0.01,13.54,22.27,16.24,94.8,28.18,32.30
Household Children,0.02,18.05,0.05,,0.02,0.01,0.00,0.1,,0.05
Household Adults,1.62,17.91,4.14,0.00,1.46,1.19,0.16,8.3,0.28,2.96
Non-Household Members,4.39,18.09,11.34,0.00,3.79,2.40,0.39,25.5,3.35,5.42
Travel for Household Members,0.13,24.75,0.45,0.00,0.09,0.00,0.04,3.4,0.04,0.21
Travel for Non-Household Members,1.01,24.75,3.58,0.00,0.60,0.00,0.33,16.4,0.67,1.35
Caring and Helping,7.17,19.11,19.56,0.00,5.96,3.60,0.92,32.1,5.43,8.91
Eating & Drinking,9.27,18.25,24.17,0.00,7.57,6.74,1.26,98.3,8.67,9.87
Personal Health Care,1.08,17.95,2.78,0.00,0.47,0.46,0.45,14.9,0.65,1.52
Grooming,5.23,18.17,13.57,0.00,,,,78.1,4.50,5.95
Sleeping,61.95,18.58,164.44,,,,,99.8,60.43,63.48
"Private, Personal, or N/A",2.50,20.56,7.34,0.00,1.06,1.02,0.66,29.0,1.73,3.27
Personal Time,80.03,18.57,212.28,0.00,9.10,8.22,2.38,100.0,78.26,81.81
Socializing,6.49,20.35,18.86,0.00,5.14,2.92,0.62,53.3,5.58,7.39
Passive Leisure,33.78,17.40,83.96,0.01,20.55,32.84,13.11,95.5,31.75,35.81
Active Leisure,2.47,17.40,6.13,0.00,1.07,0.57,0.88,23.7,1.24,3.70
Attendance Leisure,1.13,17.40,2.80,0.00,0.78,0.04,0.12,6.6,0.64,1.62
Religious Activities,0.99,23.41,3.30,0.00,0.58,0.23,0.21,10.4,0.70,1.27
Volunteering,1.42,23.41,4.75,0.00,0.23,0.46,0.48,9.8,0.87,1.97
Travel Related to Leisure,3.38,24.75,11.94,0.00,2.52,0.08,0.73,50.8,2.83,3.92
Leisure,49.64,18.58,131.74,0.01,30.88,37.15,16.14,98.5,47.36,51.93
Working at Job,0.79,19.53,2.21,0.00,0.01,0.10,0.09,2.6,0.20,1.38
Educational Activities,0.01,23.41,0.04,0.00,0.00,0.01,0.01,0.1,,0.03
Commuting to Work or School,0.11,24.75,0.40,0.00,0.02,0.00,0.09,3.1,0.05,0.18
Work and Education,0.92,20.22,2.65,0.00,0.02,0.12,0.19,4.1,0.29,1.55
Total,168.00,18.82,451.69,0.03,59.50,71.36,35.87,,,
