time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.03,18.31,18.38,0.00,1.65,7.02,5.31,47.2,4.72,9.34
Food Cooking & Clean-up,5.21,18.40,13.68,0.00,1.74,5.16,3.38,61.8,3.63,6.78
"Pets, Home & Vehicles",2.28,20.06,6.54,0.00,0.67,2.20,1.61,29.1,1.32,3.24
Household Management,1.85,24.72,6.54,0.00,0.49,1.59,1.32,24.8,0.61,3.09
Shopping,3.41,18.13,8.83,0.00,2.15,0.01,1.06,38.9,2.05,4.77
Obtaining Services,0.44,21.87,1.38,0.00,0.09,0.42,0.34,6.1,,0.89
Travel for Household Activity,2.50,24.75,8.85,0.00,1.67,0.00,0.72,40.1,1.70,3.30
Household Production,22.72,19.78,64.20,0.00,8.45,16.41,13.75,85.0,17.44,28.00
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.60,17.91,1.52,0.00,0.43,0.17,0.14,12.1,0.17,1.02
Non-Household Members,2.22,18.09,5.74,0.00,1.93,1.38,0.18,12.7,0.84,3.60
Travel for Household Members,0.63,24.75,2.23,0.00,0.53,0.02,0.10,8.3,0.21,1.05
Travel for Non-Household Members,0.41,24.75,1.45,0.00,0.17,0.00,0.24,6.1,0.08,0.75
Caring and Helping,3.86,19.86,10.95,0.00,3.06,1.57,0.66,21.8,2.03,5.68
Eating & Drinking,6.86,18.25,17.88,0.00,4.91,5.51,1.81,97.0,5.85,7.86
Personal Health Care,5.18,17.95,13.29,0.00,1.02,3.37,3.41,40.8,3.16,7.21
Grooming,4.44,18.17,11.52,0.00,,,,69.1,3.53,5.34
Sleeping,67.45,18.58,179.03,,,,,100.0,63.49,71.42
"Private, Personal, or N/A",1.87,20.56,5.48,0.00,0.46,0.68,1.03,25.9,1.31,2.43
Personal Time,85.80,18.54,227.21,0.00,6.39,9.56,6.25,100.0,82.58,89.02
Socializing,6.31,20.35,18.34,0.00,4.50,4.35,1.15,55.9,4.54,8.07
Passive Leisure,41.81,17.40,103.92,0.00,20.49,39.99,20.09,95.6,34.08,49.54
Active Leisure,0.32,17.40,0.79,0.00,0.20,0.12,0.11,6.1,0.05,0.59
Attendance Leisure,0.36,17.40,0.88,0.00,0.21,0.07,0.00,2.9,0.01,0.70
Religious Activities,1.09,23.41,3.65,0.00,0.81,0.22,0.19,8.5,0.45,1.74
Volunteering,0.65,23.41,2.19,0.00,0.09,0.24,0.30,4.1,0.09,1.22
Travel Related to Leisure,2.39,24.75,8.43,0.00,1.87,0.00,0.20,34.4,1.30,3.47
Leisure,52.92,18.28,138.20,0.00,28.16,45.00,22.04,97.8,47.26,58.59
Working at Job,1.43,0.00,0.00,0.00,0.00,0.00,0.00,4.5,0.14,2.72
Educational Activities,1.03,23.41,3.46,0.00,0.00,1.03,1.03,3.2,,2.54
Commuting to Work or School,0.24,24.75,0.84,0.00,0.02,0.00,0.21,4.3,,0.58
Work and Education,2.70,11.15,4.30,0.00,0.02,1.03,1.25,8.2,0.58,4.82
Total,168.00,18.54,444.86,0.00,46.08,73.57,43.95,,,
