time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.77,18.31,20.32,0.10,1.37,7.73,6.38,47.3,4.45,11.08
Food Cooking & Clean-up,5.51,18.40,14.49,0.31,1.81,5.47,3.63,63.6,3.23,7.80
"Pets, Home & Vehicles",2.40,20.06,6.88,0.00,0.80,2.34,1.60,30.4,1.33,3.47
Household Management,0.82,24.72,2.90,0.00,0.21,0.62,0.55,17.6,0.42,1.22
Shopping,2.56,18.13,6.62,0.00,1.43,0.02,0.87,36.4,1.51,3.60
Obtaining Services,0.33,21.87,1.02,0.00,0.11,0.30,0.19,4.8,,0.71
Travel for Household Activity,2.19,24.75,7.75,0.00,1.33,0.00,0.79,36.7,1.36,3.02
Household Production,21.58,19.46,59.98,0.41,7.07,16.49,14.01,84.9,15.07,28.08
Household Children,0.14,18.05,0.35,,0.13,0.13,0.00,2.1,,0.29
Household Adults,0.54,17.91,1.38,0.00,0.38,0.01,0.16,9.4,,1.10
Non-Household Members,1.92,18.09,4.96,0.00,1.50,0.90,0.25,13.5,0.48,3.36
Travel for Household Members,0.64,24.75,2.27,0.00,0.59,0.00,0.05,7.8,0.05,1.23
Travel for Non-Household Members,0.54,24.75,1.90,0.00,0.22,0.00,0.32,7.4,0.02,1.05
Caring and Helping,3.77,20.14,10.86,0.00,2.82,1.04,0.79,21.4,1.49,6.06
Eating & Drinking,6.97,18.25,18.17,0.05,4.46,5.83,2.33,96.2,5.64,8.31
Personal Health Care,5.93,17.95,15.19,0.00,1.09,4.65,4.43,39.2,3.06,8.79
Grooming,4.25,18.17,11.04,0.08,,,,66.3,3.11,5.40
Sleeping,68.66,18.58,182.24,,,,,100.0,63.37,73.95
"Private, Personal, or N/A",2.13,20.56,6.24,0.22,0.41,0.83,1.18,24.8,1.34,2.92
Personal Time,87.94,18.54,232.89,0.35,5.97,11.31,7.94,100.0,83.91,91.97
Socializing,5.17,20.35,15.04,0.22,3.86,3.36,0.75,50.2,3.16,7.19
Passive Leisure,42.80,17.40,106.38,0.63,20.78,41.66,20.99,95.6,31.92,53.68
Active Leisure,0.21,17.40,0.52,0.00,0.04,0.17,0.16,5.7,0.04,0.37
Attendance Leisure,0.22,17.40,0.54,0.00,0.18,0.00,0.00,1.4,,0.48
Religious Activities,0.59,23.41,1.96,0.00,0.43,0.13,0.10,6.0,0.20,0.97
Volunteering,0.53,23.41,1.78,0.00,0.02,0.29,0.29,2.4,,1.15
Travel Related to Leisure,2.09,24.75,7.40,0.00,1.22,0.00,0.25,27.9,0.73,3.45
Leisure,51.61,18.12,133.61,0.84,26.53,45.61,22.55,97.5,43.11,60.11
Working at Job,1.62,0.00,0.00,0.00,0.00,0.00,0.00,5.3,,3.44
Educational Activities,1.16,23.41,3.89,0.00,0.00,1.16,1.16,2.2,,3.35
Commuting to Work or School,0.32,24.75,1.12,0.00,0.03,0.00,0.28,5.1,,0.83
Work and Education,3.10,11.29,5.01,0.00,0.03,1.16,1.45,8.2,,6.21
Total,168.00,18.43,442.35,1.60,42.42,75.61,46.74,,,
