time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.00,18.31,5.24,0.00,0.75,1.80,1.25,21.8,1.45,2.55
Food Cooking & Clean-up,2.71,18.40,7.13,0.00,1.09,2.70,1.55,41.4,2.25,3.18
"Pets, Home & Vehicles",4.83,20.06,13.85,0.00,1.11,4.54,3.67,36.4,3.97,5.70
Household Management,1.04,24.72,3.68,0.00,0.34,0.87,0.56,15.7,0.64,1.45
Shopping,1.86,18.13,4.82,0.00,1.21,0.09,0.58,30.1,1.45,2.27
Obtaining Services,0.28,21.87,0.87,0.00,0.03,0.14,0.15,3.7,0.07,0.49
Travel for Household Activity,1.76,24.75,6.22,0.00,0.96,0.01,0.69,34.7,1.38,2.14
Household Production,14.49,20.20,41.81,0.00,5.49,10.16,8.45,72.2,12.90,16.08
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.62,17.91,1.60,0.00,0.42,0.27,0.20,10.1,0.32,0.93
Non-Household Members,1.14,18.09,2.93,0.00,0.89,0.69,0.18,10.4,0.78,1.50
Travel for Household Members,0.27,24.75,0.94,0.00,0.21,0.01,0.06,5.5,0.12,0.41
Travel for Non-Household Members,0.26,24.75,0.92,0.00,0.16,0.00,0.09,6.3,0.16,0.36
Caring and Helping,2.29,19.57,6.39,0.00,1.67,0.97,0.53,19.0,1.72,2.85
Eating & Drinking,8.15,18.25,21.24,0.00,5.51,7.01,2.30,97.0,7.54,8.75
Personal Health Care,4.34,17.95,11.13,0.00,0.86,2.86,3.10,28.5,2.65,6.03
Grooming,2.90,18.17,7.53,0.00,,,,52.5,2.58,3.22
Sleeping,65.74,18.58,174.50,,,,,99.9,63.98,67.50
"Private, Personal, or N/A",1.77,20.56,5.19,0.00,0.69,0.36,0.51,23.8,1.25,2.28
Personal Time,82.90,18.54,219.58,0.00,7.06,10.22,5.91,100.0,80.60,85.19
Socializing,5.26,20.35,15.29,0.00,3.92,3.32,0.27,40.0,4.39,6.12
Passive Leisure,54.76,17.40,136.10,0.00,27.44,54.13,26.72,96.2,52.40,57.13
Active Leisure,1.81,17.40,4.50,0.00,0.55,0.49,0.97,15.8,1.25,2.38
Attendance Leisure,0.43,17.40,1.07,0.00,0.30,0.00,0.09,2.7,0.18,0.68
Religious Activities,1.28,23.41,4.30,0.00,0.82,0.40,0.34,10.5,0.95,1.62
Volunteering,0.53,23.41,1.76,0.00,0.04,0.08,0.15,2.7,,1.09
Travel Related to Leisure,2.24,24.75,7.93,0.00,1.27,0.01,0.87,32.8,1.47,3.02
Leisure,66.32,18.04,170.95,0.00,34.35,58.42,29.39,98.1,63.82,68.81
Working at Job,1.71,0.00,0.00,0.00,0.01,0.44,0.57,3.1,0.73,2.69
Educational Activities,0.16,23.41,0.53,0.00,0.11,0.12,0.05,0.9,,0.35
Commuting to Work or School,0.15,24.75,0.52,0.00,0.03,0.00,0.10,2.8,0.04,0.25
Work and Education,2.01,3.65,1.05,0.00,0.16,0.56,0.72,4.2,0.92,3.11
Total,168.00,18.32,439.78,0.00,48.74,80.35,44.99,,,
