time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.62,18.31,12.09,0.07,1.62,4.45,2.97,39.9,4.16,5.08
Food Cooking & Clean-up,4.81,18.40,12.64,0.06,2.17,4.66,2.61,70.0,4.51,5.11
"Pets, Home & Vehicles",2.88,20.06,8.24,0.01,1.36,2.53,1.49,31.2,2.49,3.26
Household Management,1.32,24.72,4.66,0.02,0.62,1.09,0.67,26.0,1.09,1.55
Shopping,2.77,18.13,7.17,0.00,1.43,0.06,1.14,40.9,2.42,3.12
Obtaining Services,0.12,21.87,0.38,0.00,0.07,0.07,0.03,2.4,0.04,0.20
Travel for Household Activity,2.09,24.75,7.40,0.02,1.08,0.01,0.95,44.4,1.83,2.36
Household Production,18.61,19.78,52.59,0.19,8.34,12.86,9.85,89.1,17.75,19.47
Household Children,0.20,18.05,0.51,,0.19,0.17,0.00,1.2,0.03,0.36
Household Adults,0.43,17.91,1.11,0.00,0.39,0.23,0.04,6.0,0.18,0.69
Non-Household Members,1.31,18.09,3.38,0.00,1.11,0.51,0.08,13.5,0.99,1.63
Travel for Household Members,0.16,24.75,0.56,0.00,0.13,0.00,0.03,3.1,0.07,0.25
Travel for Non-Household Members,0.51,24.75,1.79,0.00,0.26,0.00,0.19,10.2,0.37,0.64
Caring and Helping,2.60,19.75,7.35,0.01,2.08,0.92,0.34,19.7,2.08,3.12
Eating & Drinking,8.28,18.25,21.58,0.08,5.63,4.93,1.62,96.6,7.90,8.66
Personal Health Care,1.09,17.95,2.78,0.00,0.42,0.58,0.50,10.0,0.69,1.48
Grooming,5.73,18.17,14.86,0.03,,,,85.6,5.53,5.93
Sleeping,58.89,18.58,156.30,,,,,100.0,58.14,59.63
"Private, Personal, or N/A",1.83,20.56,5.37,0.01,0.73,0.79,0.62,20.6,1.48,2.18
Personal Time,75.81,18.55,200.90,0.13,6.78,6.29,2.74,100.0,74.88,76.74
Socializing,4.30,20.35,12.49,0.03,3.41,2.01,0.37,38.9,3.84,4.75
Passive Leisure,22.76,17.40,56.57,0.28,14.66,21.47,7.81,92.8,21.57,23.95
Active Leisure,1.25,17.40,3.10,0.01,0.54,0.36,0.56,16.0,1.07,1.42
Attendance Leisure,0.73,17.40,1.82,0.01,0.55,0.03,0.07,3.8,0.50,0.97
Religious Activities,0.96,23.41,3.21,0.01,0.52,0.26,0.26,8.1,0.75,1.17
Volunteering,0.68,23.41,2.27,0.00,0.23,0.21,0.19,5.2,0.48,0.88
Travel Related to Leisure,2.47,24.75,8.74,0.03,1.63,0.01,0.75,45.5,2.11,2.83
Leisure,33.15,18.63,88.20,0.37,21.54,24.35,10.01,98.1,32.16,34.13
Working at Job,34.84,28.52,141.94,0.00,0.86,5.06,7.06,64.7,33.27,36.41
Educational Activities,0.29,23.41,0.96,0.00,0.05,0.22,0.18,1.5,0.09,0.48
Commuting to Work or School,2.71,24.75,9.57,0.00,0.25,0.02,2.34,52.0,2.50,2.92
Work and Education,37.83,28.21,152.47,0.00,1.16,5.30,9.58,65.7,36.19,39.48
Total,168.00,20.90,501.50,0.69,39.89,49.72,32.52,,,
