time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.73,18.31,14.98,3.95,3.68,5.50,1.98,40.6,4.42,7.04
Food Cooking & Clean-up,5.88,18.40,15.44,4.46,3.28,5.73,2.48,71.7,5.05,6.70
"Pets, Home & Vehicles",1.17,20.06,3.36,0.87,0.73,1.06,0.45,15.6,0.69,1.65
Household Management,0.49,24.72,1.72,0.33,0.27,0.39,0.21,19.2,0.31,0.66
Shopping,1.86,18.13,4.83,0.95,1.17,0.06,0.62,35.3,1.41,2.32
Obtaining Services,0.06,21.87,0.18,0.04,0.05,0.03,0.01,2.3,0.01,0.10
Travel for Household Activity,1.55,24.75,5.49,0.76,0.96,0.01,0.55,38.6,1.16,1.95
Household Production,16.74,19.24,46.01,11.37,10.14,12.80,6.29,87.3,14.54,18.93
Household Children,8.83,18.05,22.76,,8.42,7.33,0.24,75.9,7.74,9.91
Household Adults,0.24,17.91,0.61,0.07,0.19,0.16,0.05,7.4,,0.53
Non-Household Members,0.57,18.09,1.49,0.48,0.56,0.07,0.00,6.9,,1.35
Travel for Household Members,1.44,24.75,5.09,0.03,0.97,0.01,0.45,33.4,1.09,1.79
Travel for Non-Household Members,0.27,24.75,0.94,0.12,0.19,0.00,0.06,5.8,0.10,0.43
Caring and Helping,11.35,19.06,30.89,0.69,10.33,7.57,0.80,77.9,9.88,12.82
Eating & Drinking,7.26,18.25,18.93,4.13,5.25,4.56,1.09,95.2,6.70,7.83
Personal Health Care,0.83,17.95,2.13,0.25,0.20,0.33,0.38,7.9,0.18,1.47
Grooming,5.23,18.17,13.59,1.90,,,,83.4,4.77,5.70
Sleeping,60.45,18.58,160.46,,,,,100.0,57.77,63.14
"Private, Personal, or N/A",2.26,20.56,6.64,1.02,0.93,0.96,0.69,28.3,1.57,2.95
Personal Time,76.04,18.57,201.74,7.30,6.38,5.85,2.16,100.0,72.71,79.37
Socializing,4.58,20.35,13.31,2.54,3.74,1.91,0.28,36.6,3.65,5.50
Passive Leisure,15.40,17.40,38.28,8.84,12.14,14.67,3.03,85.6,13.75,17.05
Active Leisure,1.36,17.40,3.37,0.68,0.90,0.49,0.24,11.5,0.69,2.02
Attendance Leisure,0.90,17.40,2.23,0.28,0.90,0.00,0.00,3.8,0.31,1.48
Religious Activities,0.82,23.41,2.74,0.48,0.50,0.12,0.10,8.9,0.48,1.16
Volunteering,0.44,23.41,1.47,0.27,0.23,0.09,0.08,3.8,,1.19
Travel Related to Leisure,2.09,24.75,7.41,1.07,1.61,0.01,0.40,41.4,1.61,2.58
Leisure,25.59,18.82,68.81,14.17,20.02,17.30,4.13,93.5,23.36,27.82
Working at Job,34.63,23.98,118.60,1.26,1.26,2.49,6.09,65.6,30.56,38.69
Educational Activities,0.66,23.41,2.19,0.19,0.22,0.43,0.33,3.9,0.26,1.05
Commuting to Work or School,3.01,24.75,10.63,0.09,0.21,0.03,2.72,55.2,2.34,3.67
Work and Education,38.29,24.03,131.42,1.54,1.69,2.95,9.13,67.5,34.27,42.30
Total,168.00,19.95,478.87,35.07,48.55,46.47,22.52,,,
