time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.72,18.31,7.10,0.89,1.44,2.69,1.18,20.9,1.34,4.09
Food Cooking & Clean-up,3.62,18.40,9.52,0.97,1.76,3.58,1.79,45.3,2.67,4.57
"Pets, Home & Vehicles",7.01,20.06,20.10,1.21,1.79,6.41,5.17,42.9,5.40,8.63
Household Management,1.08,24.72,3.82,0.12,0.69,0.64,0.38,17.9,0.50,1.67
Shopping,2.41,18.13,6.24,0.41,1.43,0.05,0.86,33.4,1.81,3.01
Obtaining Services,0.04,21.87,0.14,0.00,0.04,0.01,0.00,1.1,,0.10
Travel for Household Activity,2.06,24.75,7.30,0.30,1.30,0.01,0.74,36.2,1.51,2.62
Household Production,18.95,20.03,54.22,3.91,8.46,13.38,10.12,80.1,16.23,21.67
Household Children,3.04,18.05,7.84,,2.88,2.35,0.14,31.5,2.00,4.08
Household Adults,0.28,17.91,0.73,0.00,0.22,0.16,0.04,6.8,0.12,0.45
Non-Household Members,1.11,18.09,2.87,0.18,0.65,0.19,0.26,9.4,0.52,1.70
Travel for Household Members,0.85,24.75,2.99,0.02,0.58,0.01,0.25,18.8,0.49,1.20
Travel for Non-Household Members,0.29,24.75,1.02,0.03,0.12,0.01,0.14,7.1,0.14,0.44
Caring and Helping,5.57,19.42,15.45,0.24,4.46,2.72,0.82,42.7,4.37,6.77
Eating & Drinking,8.13,18.25,21.18,1.64,5.93,6.87,1.96,95.5,7.24,9.01
Personal Health Care,1.50,17.95,3.84,0.06,0.68,1.09,0.79,19.5,0.64,2.36
Grooming,2.76,18.17,7.16,0.41,,,,63.8,2.36,3.16
Sleeping,65.28,18.58,173.27,,,,,100.0,63.19,67.37
"Private, Personal, or N/A",1.82,20.56,5.34,0.31,0.56,0.91,0.74,23.9,1.21,2.42
Personal Time,79.48,18.56,210.79,2.42,7.17,8.86,3.50,100.0,76.78,82.18
Socializing,4.36,20.35,12.67,0.74,3.66,2.35,0.05,33.6,3.40,5.31
Passive Leisure,49.81,17.40,123.79,8.42,27.49,48.58,21.78,95.7,45.30,54.32
Active Leisure,2.20,17.40,5.46,0.31,0.68,0.55,1.33,24.2,1.62,2.78
Attendance Leisure,0.35,17.40,0.88,0.03,0.08,0.08,0.24,1.5,0.09,0.62
Religious Activities,1.76,23.41,5.89,0.21,1.05,0.95,0.58,13.5,0.98,2.54
Volunteering,1.19,23.41,3.98,0.09,0.09,0.27,0.54,7.0,0.54,1.84
Travel Related to Leisure,2.77,24.75,9.81,0.72,1.85,0.02,0.80,38.1,1.68,3.87
Leisure,62.44,18.21,162.48,10.52,34.90,52.80,25.33,98.1,58.15,66.73
Working at Job,1.29,0.00,0.00,0.03,0.09,0.17,0.00,2.9,0.46,2.12
Educational Activities,0.13,23.41,0.44,0.01,0.01,0.13,0.12,0.2,,0.34
Commuting to Work or School,0.13,24.75,0.47,0.00,0.01,0.01,0.13,2.4,0.04,0.22
Work and Education,1.56,4.10,0.91,0.04,0.11,0.30,0.25,3.2,0.65,2.47
Total,168.00,18.49,443.85,17.13,55.09,78.06,40.01,,,
