time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.76,18.31,7.23,0.00,0.43,2.56,2.11,28.1,2.23,3.30
Food Cooking & Clean-up,2.14,18.40,5.62,0.00,0.59,1.79,1.18,41.1,1.88,2.39
"Pets, Home & Vehicles",1.36,20.06,3.90,0.00,0.14,0.90,0.83,19.7,0.92,1.81
Household Management,0.91,24.72,3.22,0.00,0.18,0.53,0.57,20.6,0.70,1.12
Shopping,3.01,18.13,7.79,0.00,1.07,0.07,0.97,44.3,2.47,3.54
Obtaining Services,0.13,21.87,0.40,0.00,0.02,0.06,0.05,2.1,0.02,0.24
Travel for Household Activity,2.38,24.75,8.41,0.00,0.75,0.02,0.94,47.6,1.83,2.92
Household Production,12.69,20.18,36.58,0.00,3.17,5.94,6.65,80.5,11.44,13.94
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.15,17.91,0.37,0.00,0.05,0.11,0.02,3.6,0.03,0.26
Non-Household Members,1.20,18.09,3.10,0.00,0.63,0.32,0.17,16.7,0.82,1.58
Travel for Household Members,0.05,24.75,0.19,0.00,0.02,0.00,0.02,2.0,0.02,0.08
Travel for Non-Household Members,0.56,24.75,2.00,0.00,0.12,0.00,0.22,13.9,0.41,0.72
Caring and Helping,1.96,20.17,5.65,0.00,0.83,0.44,0.42,19.5,1.46,2.46
Eating & Drinking,6.91,18.25,18.02,0.01,2.34,3.30,1.95,93.1,6.36,7.47
Personal Health Care,0.68,17.95,1.74,0.00,0.14,0.16,0.32,8.1,0.44,0.92
Grooming,6.11,18.17,15.86,0.00,,,,84.8,5.76,6.46
Sleeping,65.36,18.58,173.48,,,,,100.0,64.32,66.40
"Private, Personal, or N/A",2.67,20.56,7.83,0.00,0.22,0.98,1.28,29.7,2.10,3.24
Personal Time,81.73,18.58,216.94,0.01,2.71,4.45,3.55,100.0,80.46,83.00
Socializing,7.46,20.35,21.69,0.00,2.86,3.21,0.84,49.4,6.41,8.52
Passive Leisure,22.06,17.40,54.83,0.02,4.41,17.93,12.66,87.9,20.61,23.51
Active Leisure,2.04,17.40,5.06,0.01,0.33,0.26,0.80,18.6,1.56,2.52
Attendance Leisure,0.88,17.40,2.18,0.01,0.14,0.02,0.04,4.6,0.53,1.23
Religious Activities,0.57,23.41,1.91,0.00,0.16,0.11,0.19,5.8,0.44,0.71
Volunteering,0.82,23.41,2.73,0.00,0.03,0.10,0.15,5.4,0.42,1.21
Travel Related to Leisure,3.43,24.75,12.14,0.00,0.72,0.03,1.56,61.6,2.99,3.88
Leisure,37.26,18.89,100.55,0.04,8.66,21.65,16.26,97.0,35.49,39.03
Working at Job,21.42,14.25,43.61,0.00,0.19,1.31,1.97,51.3,19.82,23.03
Educational Activities,10.32,23.41,34.50,0.00,0.13,3.91,5.31,29.1,8.45,12.19
Commuting to Work or School,2.62,24.75,9.26,0.00,0.15,0.03,2.23,54.9,2.35,2.89
Work and Education,34.36,17.80,87.37,0.00,0.46,5.25,9.51,69.3,31.70,37.01
Total,168.00,18.63,447.09,0.06,15.82,37.72,36.39,,,
