time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.16,18.31,8.27,0.00,0.07,3.09,3.01,32.6,2.83,3.50
Food Cooking & Clean-up,3.71,18.40,9.74,0.00,0.16,3.62,3.35,60.2,3.43,3.98
"Pets, Home & Vehicles",6.45,20.06,18.48,0.00,0.17,5.92,5.95,38.4,5.59,7.31
Household Management,1.51,24.72,5.33,0.00,0.08,1.21,1.29,26.9,1.27,1.75
Shopping,2.34,18.13,6.06,0.00,0.13,0.15,1.80,40.1,2.12,2.56
Obtaining Services,0.28,21.87,0.89,0.00,0.01,0.15,0.14,3.7,0.17,0.40
Travel for Household Activity,2.22,24.75,7.86,0.00,0.16,0.04,1.80,45.4,2.03,2.42
Household Production,19.68,20.15,56.63,0.00,0.78,14.19,17.34,86.5,18.69,20.66
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.22,17.91,0.56,0.00,0.06,0.15,0.02,2.0,0.02,0.42
Non-Household Members,1.16,18.09,2.99,0.00,0.52,0.17,0.25,11.5,0.89,1.42
Travel for Household Members,0.03,24.75,0.12,0.00,0.01,0.00,0.01,0.8,0.01,0.06
Travel for Non-Household Members,0.53,24.75,1.88,0.00,0.13,0.01,0.26,9.6,0.40,0.66
Caring and Helping,1.94,20.01,5.55,0.00,0.73,0.33,0.54,13.2,1.54,2.35
Eating & Drinking,8.05,18.25,20.97,0.00,0.80,5.83,5.46,96.1,7.65,8.45
Personal Health Care,1.63,17.95,4.17,0.00,0.08,0.90,1.21,18.2,1.28,1.97
Grooming,2.95,18.17,7.65,0.00,,,,59.6,2.78,3.11
Sleeping,62.74,18.58,166.53,,,,,99.6,62.02,63.47
"Private, Personal, or N/A",2.38,20.56,7.00,0.00,0.31,0.81,1.14,24.6,1.83,2.94
Personal Time,77.75,18.58,206.33,0.00,1.19,7.54,7.81,100.0,76.73,78.76
Socializing,4.87,20.35,14.17,0.00,1.56,1.72,0.72,34.1,4.32,5.43
Passive Leisure,53.88,17.40,133.93,0.00,2.34,51.81,48.16,97.5,52.29,55.48
Active Leisure,3.11,17.40,7.74,0.00,0.26,0.68,2.05,23.2,2.74,3.49
Attendance Leisure,0.66,17.40,1.64,0.00,0.10,0.05,0.30,3.5,0.41,0.90
Religious Activities,0.95,23.41,3.19,0.00,0.08,0.44,0.64,7.8,0.70,1.21
Volunteering,1.10,23.41,3.68,0.00,0.02,0.31,0.57,5.5,0.87,1.33
Travel Related to Leisure,2.87,24.75,10.13,0.00,0.33,0.06,2.06,45.4,2.52,3.21
Leisure,67.45,18.11,174.48,0.01,4.69,55.07,54.50,99.1,66.19,68.71
Working at Job,1.01,19.41,2.80,0.00,0.00,0.24,0.44,2.6,0.69,1.33
Educational Activities,0.07,23.41,0.23,0.00,0.00,0.05,0.05,0.3,,0.14
Commuting to Work or School,0.11,24.75,0.38,0.00,0.00,0.00,0.08,2.4,0.06,0.15
Work and Education,1.18,20.12,3.40,0.00,0.01,0.30,0.58,3.6,0.84,1.53
Total,168.00,18.60,446.40,0.01,7.39,77.44,80.77,,,
