age,wle_mean,wle_median,wle_mode,wle_sd,wle_skewness,wle_kurtosis,wle_p10,wle_p25,wle_p75,wle_p90,wle_b_mean,wle_b_se
79,2.6,1.5,0.5,2.3,1.53,5.84,0.5,0.5,3.5,5.5,2.58,0.12
80,2.5,1.5,0.5,2.21,1.55,5.92,0.5,0.5,3.5,5.5,2.49,0.12
81,2.4,1.5,0.5,2.13,1.56,5.99,0.5,0.5,3.5,5.5,2.41,0.1
82,2.3,1.5,0.5,2.05,1.58,6.07,0.5,0.5,3.5,5.5,2.32,0.09
83,2.21,1.5,0.5,1.97,1.6,6.15,0.5,0.5,3.5,4.5,2.22,0.08
84,2.12,1.5,0.5,1.89,1.61,6.23,0.5,0.5,2.5,4.5,2.13,0.08
85,2.04,1.5,0.5,1.82,1.63,6.32,0.5,0.5,2.5,4.5,2.04,0.08
86,1.95,1.5,0.5,1.74,1.65,6.41,0.5,0.5,2.5,4.5,1.95,0.08
87,1.87,1.5,0.5,1.67,1.67,6.5,0.5,0.5,2.5,4.5,1.87,0.07
88,1.8,1.5,0.5,1.6,1.69,6.59,0.5,0.5,2.5,3.5,1.79,0.08
89,1.72,1.5,0.5,1.53,1.71,6.7,0.5,0.5,2.5,3.5,1.72,0.07
90,1.65,1.5,0.5,1.47,1.73,6.81,0.5,0.5,2.5,3.5,1.65,0.07
