age,wle_mean,wle_median,wle_mode,wle_sd,wle_skewness,wle_kurtosis,wle_p10,wle_p25,wle_p75,wle_p90,wle_b_mean,wle_b_se
80,0.18,0.0,0.0,0.85,6.44,54.63,0.0,0.0,0.0,0.0,0.18,0.0
81,0.15,0.0,0.0,0.77,6.98,63.68,0.0,0.0,0.0,0.0,0.15,0.0
82,0.12,0.0,0.0,0.69,7.56,74.45,0.0,0.0,0.0,0.0,0.13,0.0
83,0.1,0.0,0.0,0.61,8.18,86.88,0.0,0.0,0.0,0.0,0.1,0.0
84,0.09,0.0,0.0,0.55,8.81,100.43,0.0,0.0,0.0,0.0,0.09,0.0
85,0.07,0.0,0.0,0.5,9.43,114.84,0.0,0.0,0.0,0.0,0.07,0.0
86,0.06,0.0,0.0,0.45,10.09,131.24,0.0,0.0,0.0,0.0,0.06,0.0
87,0.05,0.0,0.0,0.41,10.85,151.73,0.0,0.0,0.0,0.0,0.05,0.0
88,0.04,0.0,0.0,0.36,11.73,177.19,0.0,0.0,0.0,0.0,0.04,0.0
89,0.04,0.0,0.0,0.32,12.69,207.22,0.0,0.0,0.0,0.0,0.04,0.0
90,0.03,0.0,0.0,0.29,13.74,242.56,0.0,0.0,0.0,0.0,0.03,0.0
